Kaitaia:75.0,86.0,84.7,98.8,130.5,149.9,168.1,137.0,121.7,90.4,76.3,101.6
Auckland:58.1,63.1,75.0,87.1,119.8,119.4,136.9,117.2,100.1,91.6,68.9,81.7
Tauranga:76.2,83.2,94.9,132.1,116.2,120.6,133.4,111.6,86.5,80.4,63.4,103.0
