Kaitaia:23.6,24.5,23.0,20.9,18.4,16.2,15.4,15.6,16.7,17.9,19.4,21.7
Auckland:23.9,24.4,22.9,20.4,17.7,15.5,14.6,15.2,16.5,17.9,19.6,22.0
Tauranga:24.3,24.4,22.9,20.3,17.7,15.4,14.6,15.2,16.7,18.5,20.5,22.6
