Kaitaia:14.8,15.6,14.3,12.9,11.2,9.4,8.5,8.8,9.6,10.6,11.7,13.8
Auckland:16.1,16.6,14.9,12.8,10.8,8.7,7.7,8.3,9.7,11.3,12.8,15
Tauranga:15.3,15.8,13.9,11.6,9.4,7.1,6.3,6.7,8.3,10,11.6,14.1
